Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (%),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height (mm),Bond_height (mm)
93.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-39.37,2.36
93.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-32.03,-4.89
93.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-27.14,-15.76
93.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-13.70,-15.76
93.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-2.70,-15.76
93.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,8.30,-23.01
93.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,8.30,-14.55
93.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,15.63,-24.22
93.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,25.41,-31.46
93.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,30.30,-31.46
93.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,30.30,-37.50
93.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,41.30,-39.92
93.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,46.18,-44.75
93.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,42.52,-47.17
93.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,48.63,-49.58
93.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,48.63,-49.58
93.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.70,51.07,-53.20
93.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,49.85,-48.37
93.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,54.74,-49.58
94.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,51.07,-53.20
94.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,19.56,51.07,-50.79
94.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,54.74,-45.96
94.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,48.63,-42.33
94.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-41.13
94.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,52.30,-42.33
94.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.18,48.63,-33.88
94.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,37.63,-33.88
94.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,29.07,-24.22
94.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,19.30,-20.59
94.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,10.74,-14.55
94.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,3.41,-12.14
94.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-6.37,-7.31
94.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,21.12,-13.70,2.36
94.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-22.26,16.85
94.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-28.37,26.51
94.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-36.92,30.14
94.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-45.48,37.38
94.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-51.59,51.88
94.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-57.70,60.33
94.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,-66.25,65.16
94.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-73.59,72.41
94.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,-77.25,76.03
94.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.93,-79.70,79.66
94.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-74.81,71.20
95.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-72.36,62.75
95.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-68.70,54.29
95.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-71.14,33.76
95.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-61.36,32.55
95.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-56.48,22.89
95.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-50.36,15.64
95.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-47.92,5.98
95.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-34.48,1.15
95.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-27.14,-7.31
95.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-17.37,-10.93
95.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-10.03,-15.76
95.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-1.48,-19.39
95.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,5.85,-29.05
95.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,14.41,-23.01
95.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,21.74,-29.05
95.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,27.85,-30.26
95.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,30.30,-36.30
95.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,32.74,-27.84
95.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,43.74,-47.17
95.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,38.85,-47.17
95.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,42.52,-49.58
95.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.01,47.41,-49.58
95.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,52.30,-48.37
95.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,47.41,-48.37
95.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,48.63,-52.00
96.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,52.30,-44.75
96.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,48.63,-45.96
96.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,23.70,49.85,-44.75
96.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,49.85,-41.13
96.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,52.30,-41.13
96.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,49.85,-37.50
96.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,47.41,-41.13
96.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,41.30,-32.67
96.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,26.63,-29.05
96.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,22.96,-26.63
96.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,19.30,-20.59
96.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,8.30,-20.59
96.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-1.48,-9.72
96.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-7.59,-1.27
96.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-13.70,5.98
96.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-21.03,12.02
96.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-29.59,26.51
96.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-36.92,34.97
96.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-50.36,44.63
96.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-55.25,55.50
96.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-60.14,63.95
96.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-69.92,72.41
96.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-78.47,73.62
96.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,20.26,-78.47,77.24
96.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-78.47,76.03
97.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-80.92,67.58
97.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-73.59,60.33
97.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-67.47,49.46
97.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-69.92,39.80
97.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-62.59,31.34
97.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-57.70,21.68
97.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-47.92,12.02
97.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-40.59,4.77
97.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-33.25,-2.48
97.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-21.03,-7.31
97.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-16.14,-15.76
97.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-6.37,-15.76
97.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,0.97,-25.42
97.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.18,9.52,-23.01
97.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,19.30,-25.42
97.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,24.19,-33.88
97.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,31.52,-35.09
97.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,31.52,-38.71
97.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,36.41,-42.33
97.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,44.96,-47.17
97.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,48.63,-48.37
97.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,43.74,-52.00
97.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,48.63,-50.79
97.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,52.30,-47.17
97.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,49.85,-49.58
98.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,49.85,-47.17
98.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,54.74,-47.17
98.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,53.52,-41.13
98.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,55.96,-43.54
98.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,53.52,-33.88
98.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,51.07,-39.92
98.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,46.18,-37.50
98.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,44.96,-37.50
98.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,37.63,-32.67
98.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,26.63,-30.26
98.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,16.85,-23.01
98.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,14.41,-18.18
98.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,10.74,-13.35
98.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-1.48,-9.72
98.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-11.26,2.36
98.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-16.14,9.60
98.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-25.92,15.64
98.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-36.92,27.72
98.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-45.48,39.80
98.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-50.36,50.67
98.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-61.36,54.29
98.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-69.92,63.95
98.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-68.70,71.20
98.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-76.03,77.24
98.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-79.70,79.66
99.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-73.59,74.82
99.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-72.36,62.75
99.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-69.92,59.12
99.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-67.47,47.04
99.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-63.81,34.97
99.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-58.92,26.51
99.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-52.81,16.85
99.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-44.25,13.23
99.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-40.59,1.15
99.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-30.81,-6.10
99.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-19.81,-8.52
99.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-12.48,-12.14
99.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-1.48,-19.39
99.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,4.63,-24.22
99.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,9.52,-21.80
99.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,18.08,-50.79
99.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,21.74,-26.63
99.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,33.96,-36.30
99.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,35.19,-42.33
99.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,36.41,-37.50
99.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,41.30,-49.58
99.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,43.74,-47.17
99.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,42.52,-49.58
99.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,43.74,-49.58
99.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,52.30,-48.37
100.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,51.07,-53.20
100.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,58.41,-48.37
100.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,54.74,-45.96
100.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,51.07,-44.75
100.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,51.07,-44.75
100.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,52.30,-42.33
100.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,49.85,-39.92
100.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,41.30,-41.13
100.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,38.85,-32.67
100.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,35.19,-32.67
100.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,27.85,-32.67
100.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,21.74,-24.22
100.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,18.08,-12.14
100.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,4.63,-10.93
100.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-5.15,-4.89
100.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-13.70,4.77
100.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-21.03,15.64
100.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-23.48,22.89
100.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-32.03,33.76
100.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,31.76,-46.70,39.80
100.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-52.81,51.88
100.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-66.25,61.54
100.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,-67.47,67.58
100.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-71.14,73.62
100.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-76.03,73.62
101.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-76.03,77.24
101.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.84,-72.36,69.99
101.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-69.92,62.75
101.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-69.92,51.88
101.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-69.92,41.01
101.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-60.14,33.76
101.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-57.70,24.10
101.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-51.59,15.64
101.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-40.59,9.60
101.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-34.48,3.56
101.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-27.14,-6.10
101.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-17.37,-16.97
101.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.74,-8.81,-15.76
101.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-1.48,-16.97
101.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,10.74,-23.01
101.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,20.52,-26.63
101.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,24.19,-33.88
101.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,33.96,-29.05
101.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,29.07,-36.30
101.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.37,37.63,-36.30
101.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,38.85,-47.17
101.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,41.30,-47.17
101.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,44.96,-44.75
101.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,47.41,-49.58
101.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,43.74,-52.00
102.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,48.63,-50.79
102.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,52.30,-47.17
102.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,53.52,-45.96
102.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,54.74,-43.54
102.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,55.96,-45.96
102.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,53.52,-42.33
102.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,48.63,-44.75
102.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,46.18,-36.30
102.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,42.52,-33.88
102.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,37.63,-35.09
102.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,26.63,-31.46
102.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,24.19,-25.42
102.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,19.30,-21.80
102.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.67,11.96,-14.55
102.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,4.63,-8.52
102.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,21.56,-10.03,-2.48
102.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-14.92,9.60
102.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-24.70,18.06
102.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-30.81,25.30
102.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-41.81,37.38
102.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-55.25,47.04
102.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-61.36,49.46
102.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-67.47,63.95
102.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-68.70,69.99
102.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,73.62
103.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,73.62
103.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-74.81,71.20
103.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-71.14,69.99
103.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,-69.92,62.75
103.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.08,-68.70,51.88
103.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-63.81,42.21
103.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,-60.14,55.50
103.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-52.81,20.47
103.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-47.92,10.81
103.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,-36.92,4.77
103.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-30.81,-3.68
103.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-24.70,-3.68
103.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.90,-18.59,-10.93
103.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.51,-3.92,-15.76
103.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,2.19,-20.59
103.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,10.74,-25.42
103.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.81,15.63,-30.26
103.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,21.74,-35.09
103.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,30.30,-36.30
103.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,35.19,-39.92
103.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,38.85,-44.75
103.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,40.07,-48.37
103.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,40.07,-45.96
103.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,43.74,-42.33
103.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,47.41,-45.96
104.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,49.85,-50.79
104.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,51.07,-50.79
104.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,54.74,-47.17
104.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.62,54.74,-47.17
104.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,51.07,-44.75
104.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,53.52,-43.54
104.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,51.07,-43.54
104.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,47.41,-44.75
104.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.72,47.41,-41.13
104.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,41.30,-35.09
104.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,35.19,-35.09
104.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,31.52,-29.05
104.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,24.19,-29.05
104.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.17,15.63,-41.13
104.57,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,7.08,-15.76
104.61,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-2.70,-6.10
104.65,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.55,-12.48,3.56
104.69,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-19.81,13.23
104.73,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-28.37,19.26
104.77,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-36.92,31.34
104.81,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-45.48,37.38
104.85,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-55.25,50.67
104.89,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-58.92,61.54
104.93,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-67.47,63.95
104.97,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.44,-71.14,67.58
105.01,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.34,-69.92,74.82
105.05,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.37,-74.81,77.24
105.09,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.68,-73.59,73.62
105.13,0.00,0.00,0.00,29.62,93.0,20.7,44.25,24.51,-69.92,66.37
105.17,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-72.36,59.12
105.21,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-65.03,48.25
105.25,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-61.36,36.17
105.29,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-57.70,26.51
105.33,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.20,-50.36,19.26
105.37,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.99,-50.36,14.43
105.41,0.00,0.00,0.00,29.62,93.0,20.7,44.25,28.55,-41.81,5.98
105.45,0.00,0.00,0.00,29.62,93.0,20.7,44.25,26.02,-28.37,-6.10
105.49,0.00,0.00,0.00,29.62,93.0,20.7,44.25,25.85,-21.03,-13.35
105.53,0.00,0.00,0.00,29.62,93.0,20.7,44.25,27.26,-12.48,-15.76
